Model,Predictor,B,StdErr,t,p,CI95_low,CI95_high,VIF
Model1,const,95.46909707503183,0.818240373270701,116.67610178341505,1.660206312856406e-70,93.83121101362234,97.10698313644131,
Model1,Access_Plus,-2.21534548537517,0.21162175325688204,-10.468420430701284,5.536326953483767e-15,-2.6389524488949396,-1.7917385218554003,5.729174221325719
Model2,const,80.5452643762751,3.1267408269115533,25.76013454106265,2.255687554423967e-32,74.27913573340581,86.81139301914439,
Model2,Access_Plus,-0.59922624587489,0.3851908152666914,-1.5556607845387194,0.12552480676474712,-1.371165889780996,0.172713398031216,5.729174221325719
Model2,Bank_Barrier,0.13883071869965313,0.5993879123534828,0.23162081823528527,0.8176921272827608,-1.0623695002189157,1.340030937618222,7.662537604292246
Model2,Resilience,0.5143623322613262,0.5452342474708468,0.9433786205603835,0.34961298013794984,-0.5783115170532076,1.60703618157586,3.966821582606139
Model2,Motivation,2.4141146875090307,0.5375264674987369,4.491155009989724,3.675593861097319e-05,1.3368875744383444,3.491341800579717,4.880807132369875
