Path,Covariates,a,a_SE,a_t,a_p,b,b_SE,b_t,b_p,Total_c,Total_c_p,Direct_cprime,Direct_p,Indirect_ab,Sobel_z,Sobel_p,Boot_ab_mean,Boot_CI95_low,Boot_CI95_high,Prop_mediated
Access_Plus -> Motivation -> GPA,Bank_Barrier+Resilience,0.03075442569833098,0.09567131125388517,0.32145922633711216,0.7490591873386091,2.4141146875089916,0.5375264674987371,4.491155009989649,3.6755938610982695e-05,-0.5249815350906264,0.24399991322747144,-0.5992262458748998,0.12552480676474215,0.07424471078424479,0.3206389375137354,0.7484840264543904,0.06537374590611929,-0.4166628708898735,0.5557768378814326,-0.14142347077298267
Bank_Barrier -> Motivation -> GPA,Access_Plus+Resilience,0.5530059014581586,0.12939418643290898,4.273807940705997,7.536041039072299e-05,2.4141146875090094,0.5375264674987358,4.4911550099896935,3.675593861097711e-05,1.4738503876890636,0.01769711591560425,0.13883071869968155,0.8176921272827238,1.3350196689893006,3.0960251210574805,0.0019613374425775376,1.325388910650034,0.6228417819502282,2.1864178803618612,0.9058040627058193
Access_Plus -> Motivation -> GPA,none,-0.5290377278507848,0.05212593970594998,-10.14922188137353,1.7876928273330938e-14,2.6986398839659533,0.4017386180589503,6.717402217901692,9.396149104485693e-09,-2.21534548537517,5.536326953483767e-15,-0.7876631728743217,0.0044224727247291346,-1.4276823125008535,-5.60160266091008,2.1237894332060137e-08,-1.43427061911118,-1.9596842839940911,-0.9690033649910407,0.6444513155739565
Bank_Barrier -> Motivation -> GPA,none,0.773599386032233,0.05776922115767787,13.391203317779489,2.144769300135046e-19,2.701453297305184,0.5036139571896209,5.364135085493732,1.540014920951632e-06,3.062164236377586,2.1940124643562424e-16,0.9723216241875496,0.03423466101070804,2.0898426121900417,4.979492397988502,6.375125689572769e-07,2.0976166649510124,1.3207096102740927,2.9227949836895486,0.682472411950784
